48170|경남진주시|경상남도|진주시
48190|경남창원시 진해구|경상남도|진해시
48220|경남통영시|경상남도|통영시
48240|경남사천시|경상남도|사천시
48250|경남김해시|경상남도|김해시
48270|경남밀양시|경상남도|밀양시
48310|경남거제시|경상남도|거제시
48330|경남양산시|경상남도|양산시
48720|경남의령군|경상남도|의령군
48730|경남함안군|경상남도|함안군
48740|경남창녕군|경상남도|창녕군
48760|경남양산시|경상남도|양산군
48800|경남통영시|경상남도|통영군
48810|경남거제시|경상남도|거제군
48820|경남고성군|경상남도|고성군
48830|경남사천시|경상남도|사천군
48840|경남남해군|경상남도|남해군
48850|경남하동군|경상남도|하동군
48860|경남산청군|경상남도|산청군
48870|경남함양군|경상남도|함양군
48880|경남거창군|경상남도|거창군
48890|경남합천군|경상남도|합천군
49000|제주|제주도|
49110|제주제주시|제주도|제주시
49130|제주서귀포시|제주도|서귀포시
50000|제주|제주특별자치도|
50110|제주제주시|제주특별자치도|제주시
50130|제주서귀포시|제주특별자치도|서귀포시
